BOROUGH,TAX BLOCK,TAX LOT,BBL,BILLBBL,CD,HOUSE NUMBER,STREET NAME,ADDRESS,PARCEL NAME,AGENCY,USE CODE,USE TYPE,OWNERSHIP,CATEGORY,EXPANDED CATEGORY CODE,EXPANDED CATEGORY DESCRIPTION,LEASED PROPERTIES,FINAL COMMITMENT,AGREEMENT,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,GEOM
1,2106,50,1021060050,1021060050,110,2987,FRED DOUGLASS BOULEVARD,2987 FRED DOUGLASS BOULEVARD,PS 46 AND MINI-SCHOOL,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,1001880,242208,40.831463,-73.936293,POINT (-73.936293 40.831463)
5,7763,48,5077630048,5077630048,503,,EUGENE STREET,EUGENE STREET,LONG POND PARK,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,920495,125740,40.511574,-74.229282,POINT (-74.229282 40.511574)
2,3886,30,2038860030,2038860030,209,,,,BRONX RIVER HOUSES PLAYGROUND,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1018075,243276,40.834347,-73.877765,POINT (-73.877765 40.834347)
3,6499,11,3064990011,3064990011,314,126,FOSTER AVENUE,126 FOSTER AVENUE,ENG 250,FIRE,520,FIREHOUSE,C,1,4,PUBLIC SAFETY & CRIMINAL JUSTICE USE,,,,991036,167985,40.627754,-73.975553,POINT (-73.975553 40.627754)
5,1780,112,5017800112,5017800112,502,,BLOOMFIELD AVENUE,BLOOMFIELD AVENUE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,932286,162863,40.613546,-74.187163,POINT (-74.187163 40.613546)
5,5797,206,5057970206,5057970206,503,,DOWLING STREET,DOWLING STREET,ARDEN HEIGHTS WOODS R-120,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,930583,143305,40.559853,-74.193142,POINT (-74.193142 40.559853)
1,401,25,1004010025,1004010025,103,530,EAST    6 STREET,530 EAST    6 STREET,THE CREATIVE LITTLE GARDEN,PARKS,472,COMMUNITY GARDEN,C,1,3,CULTURAL & RECREATIONAL USE,,,,989076,203286,40.724649,-73.982589,POINT (-73.982589 40.724649)
5,4740,11,5047400011,5047400011,503,,BROOK AVENUE,BROOK AVENUE,OAKWOOD BEACH BLUEBELT-STAGE 1,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,950102,141657,40.555426,-74.122887,POINT (-74.122887 40.555426)
3,3466,9,3034660009,3034660009,304,1843,FURMAN AVENUE,1843 FURMAN AVENUE,THOMAS BOYLAND PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1009911,187577,40.681495,-73.90748,POINT (-73.90748 40.681495)
4,16103,200,4161030200,4161030200,414,,RAILROAD AVENUE,RAILROAD AVENUE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1037920,154645,40.590979,-73.806758,POINT (-73.806758 40.590979)
1,169,10,1001690010,1001690010,101,111-31,CENTRE STREET,111-31 CENTRE STREET,CIVIL MUNICIPAL COURT,OCA,1210,COURTHOUSE,C,1,4,PUBLIC SAFETY & CRIMINAL JUSTICE USE,,,,983853,200432,40.716817,-74.001432,POINT (-74.001432 40.716817)
4,15954,25,4159540025,4159540025,414,,BEACH   38 STREET,BEACH   38 STREET,EDGEMERE URBAN RENEWAL PARK,PARKS,474,UNDEVELOPED OPEN SPACE,C,1,3,CULTURAL & RECREATIONAL USE,,,,1047939,157031,40.597462,-73.770661,POINT (-73.770661 40.597462)
5,1218,1,5012180001,5012180001,501,215,UNION AVENUE,215 UNION AVENUE,PS 44,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,940582,169452,40.631676,-74.157325,POINT (-74.157325 40.631676)
2,3092,14,2030920014,2030920014,206,700,EAST  179 STREET,700 EAST  179 STREET,PS 92,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,1014791,247605,40.846241,-73.889613,POINT (-73.889613 40.846241)
4,11137,146,4111370146,4111370146,413,21244,112 ROAD,21244 112 ROAD,FHA 5,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,1055569,196227,40.704987,-73.742772,POINT (-73.742772 40.704987)
4,926,50,4009260050,4009260050,480,,FLUSHING AVENUE,FLUSHING AVENUE,LAGUARDIA AIRPORT,DSBS,820,AIRPORT,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,L,1014961,222230,40.776593,-73.889115,POINT (-73.889115 40.776593)
4,15891,9,4158910009,4158910009,414,,ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1044324,155156,40.59234,-73.783695,POINT (-73.783695 40.59234)
3,340,41,3003400041,3003400041,306,23,PRESIDENT STREET,23 PRESIDENT STREET,RED HOOK CONTAINER TERMINAL,EDC,1900,IN USE-TENANTED,C,1,6,LEASED OUT TO PRIVATE TENANT,,D,L,982657,188696,40.684604,-74.005744,POINT (-74.005744 40.684604)
5,1955,375,5019550375,5019550375,502,,,,FARM COLONY,DCAS,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,,,946110,156762,40.59687,-74.137338,POINT (-74.137338 40.59687)
3,3979,32,3039790032,3039790032,305,575,GLENMORE AVENUE,575 GLENMORE AVENUE,CLARA'S GARDEN,PARKS,472,COMMUNITY GARDEN,C,1,3,CULTURAL & RECREATIONAL USE,,,,1015006,184994,40.674389,-73.889123,POINT (-73.889123 40.674389)
2,2724,57,2027240057,2027240057,202,,SIMPSON STREET,SIMPSON STREET,SIMPSON ST CUL-DE-SAC,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1013859,238939,40.822459,-73.89302,POINT (-73.89302 40.822459)
5,6431,150,5064310150,5064310150,503,,POILLON AVENUE,POILLON AVENUE,BLUE HERON PARK PRESERVE,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,936495,130876,40.525771,-74.171777,POINT (-74.171777 40.525771)
3,147,4,3001470004,3001470004,302,363,JAY STREET,363 JAY STREET,METRO TECHOLOGY CENTER URA,HRA,100,OFFICE,C,1,1,OFFICE USE,L,,,987933,191836,40.693222,-73.986719,POINT (-73.986719 40.693222)
4,11475,11,4114750011,4114750011,410,108-10,109 AVENUE,108-10 109 AVENUE,PS 108 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,1031118,186730,40.679084,-73.831026,POINT (-73.831026 40.679084)
4,15960,15,4159600015,4159600015,414,420,BEACH   43 STREET,420 BEACH   43 STREET,EDGEMERE URA  SITE #56,HPD,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,D,,1046852,156680,40.596506,-73.774579,POINT (-73.774579 40.596506)
2,2514,77,2025140077,2025140077,204,125,WEST  166 STREET,125 WEST  166 STREET,HIGHBRIDGE REHAB (ANDERSON AVENUE),NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,1004409,243706,40.835569,-73.927149,POINT (-73.927149 40.835569)
2,4889,138,2048890138,2048890138,212,,EAST  224 STREET,EAST  224 STREET,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1027635,260049,40.880342,-73.84311,POINT (-73.84311 40.880342)
4,16120,16,4161200016,4161200016,414,,BEACH   87 STREET,BEACH   87 STREET,ROCKAWAY IND,MTA,861,TRANSIT WAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1036514,153856,40.588822,-73.811826,POINT (-73.811826 40.588822)
1,245,1,1002450001,1002450001,103,286,SOUTH STREET,286 SOUTH STREET,TWO BRIDGES.URA (SITE 7),NYCHA,1310,TRAINING FACILITY,O,1,1,OFFICE USE,,,,988072,198270,40.710882,-73.986214,POINT (-73.986214 40.710882)
4,16110,50,4161100050,4161100050,414,,BEACH   87 STREET,BEACH   87 STREET,PIER BEACH CHANNEL DRIVE AND BEACH 87 ST,DSBS,813,PIER - NO USE,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1036217,154982,40.591914,-73.812887,POINT (-73.812887 40.591914)
3,829,1,3008290001,3008290001,307,,2 AVENUE,2 AVENUE,MARTIN LUTHER PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,C,1,3,CULTURAL & RECREATIONAL USE,,,,978770,174553,40.645783,-74.019747,POINT (-74.019747 40.645783)
1,740,24,1007400024,1007400024,104,317,WEST   16 STREET,317 WEST   16 STREET,DR. GERTRUDE B. KELLY PLAYGROUND,PARKS,431,PLAYGROUND,C,1,3,CULTURAL & RECREATIONAL USE,,,,983693,209481,40.741654,-74.00201,POINT (-74.00201 40.741654)
1,16,40,1000160040,1000160040,101,55,BATTERY PLACE,55 BATTERY PLACE,P.S./I.S 276,EDUC,200,EDUCATIONAL FACILITY,O,1,2,EDUCATIONAL USE,,,,979411,196627,40.706371,-74.017453,POINT (-74.017453 40.706371)
5,185,400,5001850400,5001850400,501,1801,RICHMOND TERRACE,1801 RICHMOND TERRACE,PORT RICHMOND WWTP,DEP,1114,SLUDGE DE-WATERING FACILITY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,949389,171886,40.638396,-74.125608,POINT (-74.125608 40.638396)
4,15861,1,4158610001,4158610001,414,180,BEACH   35 STREET,180 BEACH   35 STREET,P.S. 106,HPD,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,D,,1049081,155972,40.594547,-73.766559,POINT (-73.766559 40.594547)
4,16124,7,4161240007,4161240007,414,,BEACH   91 STREET,BEACH   91 STREET,ROCKAWAY BRANCH OF NYCTA,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1035693,153423,40.587638,-73.814785,POINT (-73.814785 40.587638)
4,489,1,4004890001,4004890001,402,44-36,VERNON BOULEVARD,44-36 VERNON BOULEVARD,BD OF ED OFFICE (BUR.OF SUPLY),EDUC,931,INDOOR STORAGE - BULK MATERIAL,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,997259,212404,40.749667,-73.953049,POINT (-73.953049 40.749667)
4,11373,88,4113730088,4113730088,410,9043,DESARC ROAD,9043 DESARC ROAD,,HPD,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,D,,1027423,184701,40.673533,-73.84436,POINT (-73.84436 40.673533)
3,7065,100,3070650100,3070650100,313,,WEST   15 STREET,WEST   15 STREET,CONEY ISLAND BEACH AND BOARDWALK,PARKS,462,BEACH,C,1,3,CULTURAL & RECREATIONAL USE,,,,987054,147054,40.570305,-73.989907,POINT (-73.989907 40.570305)
5,496,49,5004960049,5004960049,501,709,BAY STREET,709 BAY STREET,SIRTOA R.O.W,MTA,861,TRANSIT WAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,963626,166911,40.624785,-74.074296,POINT (-74.074296 40.624785)
4,878,271,4008780271,4008780271,401,,23 AVENUE,23 AVENUE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1006909,222989,40.778701,-73.918185,POINT (-73.918185 40.778701)
4,4181,33,4041810033,4041810033,407,,20 AVENUE,20 AVENUE,FLUSHING AIRPORT,DSBS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1030597,223802,40.78084,-73.832649,POINT (-73.832649 40.78084)
5,7759,17,5077590017,5077590017,503,,POWERS STREET,POWERS STREET,LONG POND PARK,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,920509,125347,40.510495,-74.229228,POINT (-74.229228 40.510495)
3,3804,2,3038040002,3038040002,305,,GEORGIA AVENUE,GEORGIA AVENUE,ENGINE 290 OFF STREET PARKING,FIRE,1020,OUTDOOR PARKING,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1013265,181582,40.66503,-73.895414,POINT (-73.895414 40.66503)
3,173,1,3001730001,3001730001,302,45-53,NEVINS STREET,45-53 NEVINS STREET,BROOKLYN FIELD OFFICE/SVU CHILD ABUSE SQUAD,NYPD,120,AGENCY OFFICE,P,1,1,OFFICE USE,L,,,989325,189574,40.687012,-73.981701,POINT (-73.981701 40.687012)
4,8112,6,4081120006,4081120006,411,,NORTHERN BOULEVARD,NORTHERN BOULEVARD,UDALL'S PARK RESERVE,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,1055862,218686,40.766629,-73.741476,POINT (-73.741476 40.766629)
5,2265,148,5022650148,5022650148,502,,NUGENT STREET,NUGENT STREET,RICHMOND CREEK BLUEBELT,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,947565,149639,40.577325,-74.13206,POINT (-74.13206 40.577325)
5,7765,3,5077650003,5077650003,503,,DAMON STREET,DAMON STREET,LONG POND PARK ADDITION R-27,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,920677,126566,40.513842,-74.228635,POINT (-74.228635 40.513842)
5,8005,1,5080050001,5080050001,503,162,BENTLEY STREET,162 BENTLEY STREET,TOTTENVILLE SHORE PARK R-139,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,913833,125894,40.511946,-74.253242,POINT (-74.253242 40.511946)
3,7254,1,3072540001,3072540001,313,2800,OCEAN PARKWAY,2800 OCEAN PARKWAY,ABRAHAM LINCOLN HIGH SCHOOL AND ATHLETIC FIELD,EDUC,213,ACADEMIC HIGH SCHOOL,C,1,2,EDUCATIONAL USE,,,,992942,151541,40.582617,-73.968708,POINT (-73.968708 40.582617)
3,653,103,3006530103,3006530103,307,,25 STREET,25 STREET,25TH STREET PIER,EDC,1900,IN USE-TENANTED,C,1,6,LEASED OUT TO PRIVATE TENANT,,D,L,983260,181086,40.663716,-74.003568,POINT (-74.003568 40.663716)
3,140,1001,3001401001,3001407502,302,330,JAY STREET,330 JAY STREET,BROOKLYN FAMILY COURT,HRA,141,FIELD OFFICE-PUBLIC,C,1,1,OFFICE USE,,,,987662,192339,40.694603,-73.987696,POINT (-73.987696 40.694603)
5,3414,30,5034140030,5034140030,502,,QUINCY AVENUE,QUINCY AVENUE,MID-ISLAND BLUEBELT PHASE 1 SB,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,964331,154049,40.589483,-74.071718,POINT (-74.071718 40.589483)
4,9816,41,4098160041,4098160041,412,165-28,HILLSIDE AVENUE,165-28 HILLSIDE AVENUE,FUTURE HIGH SCHOOL,SCA,200,EDUCATIONAL FACILITY,O,1,2,EDUCATIONAL USE,,,,1040619,197678,40.709078,-73.79668,POINT (-73.79668 40.709078)
2,2879,278,2028790278,2028790278,205,,BILLINGSLEY TERRACE,BILLINGSLEY TERRACE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1007040,250046,40.852964,-73.91762,POINT (-73.91762 40.852964)
3,1470,17,3014700017,3014700017,316,1724,STERLING PLACE,1724 STERLING PLACE,HOWARD AVENUE - PARK PLACE,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,1005982,183651,40.67073,-73.921659,POINT (-73.921659 40.67073)
4,13433,10,4134330010,4134330010,413,,150 ROAD,150 ROAD,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1049827,178318,40.655876,-73.763656,POINT (-73.763656 40.655876)
4,13923,108,4139230108,4139230108,410,,157 AVENUE,157 AVENUE,SPRING CREEK PARK ADDITION,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,1022679,179361,40.658898,-73.861493,POINT (-73.861493 40.658898)
4,11900,75,4119000075,4119000075,410,150-20,134 STREET,150-20 134 STREET,JAMAICA WATER POLLUTION CP,DEP,1114,SLUDGE DE-WATERING FACILITY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1036844,181417,40.664469,-73.810423,POINT (-73.810423 40.664469)
5,3837,9,5038370009,5038370009,502,721,BUEL AVENUE,721 BUEL AVENUE,,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,961979,150183,40.578866,-74.080174,POINT (-74.080174 40.578866)
5,6499,3,5064990003,5064990003,503,,ARBUTUS AVENUE,ARBUTUS AVENUE,ARBUTUS CREEK BLUEBELT,DEP,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,934272,131240,40.526758,-74.179776,POINT (-74.179776 40.526758)
2,3042,1,2030420001,2030420001,206,,,,FLOOD SQUARE,PARKS,420,MALL/TRIANGLE/HIGHWAY STRIP/PARK STRIP,C,1,3,CULTURAL & RECREATIONAL USE,,,,1014430,252017,40.858352,-73.890898,POINT (-73.890898 40.858352)
5,7757,18,5077570018,5077570018,503,,DAMON STREET,DAMON STREET,LONG POND PARK ADDITION  R-27,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,921008,125500,40.510918,-74.227434,POINT (-74.227434 40.510918)
4,11562,139,4115620139,4115620139,410,,HAWTREE AVENUE,HAWTREE AVENUE,COHANCY STREET,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1030213,182723,40.66809,-73.834316,POINT (-73.834316 40.66809)
4,1219,163,4012190163,4012190163,402,,64 STREET,64 STREET,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1012351,211698,40.747694,-73.898583,POINT (-73.898583 40.747694)
5,7753,5,5077530005,5077530005,503,,HYLAN BOULEVARD,HYLAN BOULEVARD,LONG POND PARK ADDITION  R-27,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,921322,124679,40.508667,-74.226298,POINT (-74.226298 40.508667)
4,11562,159,4115620159,4115620159,410,,HAWTREE AVENUE,HAWTREE AVENUE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1030048,183154,40.669274,-73.834908,POINT (-73.834908 40.669274)
2,5312,75,2053120075,2053120075,210,,BAISLEY AVENUE,BAISLEY AVENUE,B STREET,DOT,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,,,1031902,243832,40.83581,-73.827794,POINT (-73.827794 40.83581)
3,7744,45,3077440045,3077440045,318,,ALBANY AVENUE,ALBANY AVENUE,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1001692,169575,40.632104,-73.93716,POINT (-73.93716 40.632104)
5,1213,20,5012130020,5012130020,501,,UNION AVENUE,UNION AVENUE,,DSBS,852,RAIL LINE,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,940441,170198,40.633723,-74.157838,POINT (-74.157838 40.633723)
5,7763,6,5077630006,5077630006,503,,POWERS STREET,POWERS STREET,LONG POND PARK,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,920370,125810,40.511765,-74.229732,POINT (-74.229732 40.511765)
4,15966,74,4159660074,4159660074,414,,BEACH   44 STREET,BEACH   44 STREET,EDGEMERE URA  SITE #66,HPD,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,D,,1046410,156928,40.59719,-73.776168,POINT (-73.776168 40.59719)
3,2332,34,3023320034,3023320034,301,,,,NORTH 5TH STREET PIER AND PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,994291,201549,40.719877,-73.963777,POINT (-73.963777 40.719877)
3,4572,16,3045720016,3045720016,305,,DREW STREET,DREW STREET,SPRING CREEK PARK,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,1023199,180629,40.662376,-73.859611,POINT (-73.859611 40.662376)
1,2040,40,1020400040,1020400040,110,,MACOMBS PLACE,MACOMBS PLACE,,DOT,1010,OUTDOOR STORAGE,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1002188,240983,40.8281,-73.935183,POINT (-73.935183 40.8281)
3,4023,6,3040230006,3040230006,305,213,ATKINS AVENUE,213 ATKINS AVENUE,ATKINS GARDENERS,PARKS,472,COMMUNITY GARDEN,C,1,3,CULTURAL & RECREATIONAL USE,,,,1017946,184781,40.673794,-73.878525,POINT (-73.878525 40.673794)
5,370,200,5003700200,5003700200,501,,MANOR ROAD,MANOR ROAD,GOODELL AVENUE,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,949984,163399,40.615103,-74.123422,POINT (-74.123422 40.615103)
4,16178,70,4161780070,4161780070,414,,RAILROAD AVENUE,RAILROAD AVENUE,ROCKAWAY IND,MTA,861,TRANSIT WAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1031730,151659,40.582818,-73.829066,POINT (-73.829066 40.582818)
5,3171,135,5031710135,5031710135,502,1055,TARGEE STREET,1055 TARGEE STREET,PS 48 AND PLAYGROUND (JOINT OPERATED PLAYGROUND),EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,959237,158678,40.602176,-74.090076,POINT (-74.090076 40.602176)
5,706,1,5007060001,5007060001,502,761,MANOR ROAD,761 MANOR ROAD,TODT HILL HOUSES,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,951027,160682,40.607649,-74.119651,POINT (-74.119651 40.607649)
4,13433,5,4134330005,4134330005,413,,150 ROAD,150 ROAD,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1049767,178366,40.656008,-73.763872,POINT (-73.763872 40.656008)
3,3081,70,3030810070,3030810070,301,120,HUMBOLDT STREET,120 HUMBOLDT STREET,BORINQUEN PLAZA 2,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,1000811,196223,40.705248,-73.940269,POINT (-73.940269 40.705248)
5,7759,8,5077590008,5077590008,503,,POWERS STREET,POWERS STREET,LONG POND PARK ADDITION-R-27,PARKS,471,NATURAL AREA/WETLAND/WILDLIFE REFUGE,C,1,3,CULTURAL & RECREATIONAL USE,,,,920564,125176,40.510026,-74.229028,POINT (-74.229028 40.510026)
5,1815,70,5018150070,5018150070,502,,BLOOMFIELD ROAD,BLOOMFIELD ROAD,SIRTOA R.O.W,MTA,861,TRANSIT WAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,930713,161892,40.610871,-74.192821,POINT (-74.192821 40.610871)
3,5026,159,3050260159,3050260159,309,,CHESTER COURT,CHESTER COURT,,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,995067,179211,40.658563,-73.961013,POINT (-73.961013 40.658563)
4,14182,18,4141820018,4141820018,410,,159 AVENUE,159 AVENUE,HAMILTON BCH BOARDWALK/WALKWAY,DCAS,1520,NO USE-VACANT LAND,C,3,8,PROPERTY WITH NO USE,,,,1031454,179455,40.659114,-73.829865,POINT (-73.829865 40.659114)
1,1187,3,1011870003,1011870003,107,,HENRY HUDSON PARKWAY,HENRY HUDSON PARKWAY,RIVERSIDE PARK,DOT,890,OTHER TRANSPORTATION FACILITY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,987858,224787,40.783664,-73.986972,POINT (-73.986972 40.783664)
4,5443,10,4054430010,4054430010,407,,164 STREET,164 STREET,MARTINS FIELD PLAYGROUND,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1038934,214399,40.754983,-73.802622,POINT (-73.802622 40.754983)
3,7067,1,3070670001,3070670001,313,3025,WEST   32 STREET,3025 WEST   32 STREET,CONEY ISLAND HOUSES,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,2,9,PROPERTY WITH RESIDENTIAL USE,,,,985262,147753,40.572224,-73.996357,POINT (-73.996357 40.572224)
4,2894,6,4028940006,4028940006,404,,84 STREET,84 STREET,,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1017534,205582,40.730889,-73.879907,POINT (-73.879907 40.730889)
3,1446,163,3014460163,3014460163,316,1897,BERGEN STREET,1897 BERGEN STREET,FARMERS GARDEN,PARKS,472,COMMUNITY GARDEN,C,1,3,CULTURAL & RECREATIONAL USE,,,,1006903,185066,40.674611,-73.918334,POINT (-73.918334 40.674611)
4,1460,34,4014600034,4014600034,403,8615-29,37 AVENUE,8615-29 37 AVENUE,PS 222,EDUC,211,ELEMENTARY SCHOOL,C,1,2,EDUCATIONAL USE,,,,1017500,212705,40.75044,-73.879995,POINT (-73.879995 40.75044)
4,15901,5,4159010005,4159010005,414,,ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,,HPD,1500,NO USE,C,3,8,PROPERTY WITH NO USE,,D,,1042432,155127,40.592273,-73.790508,POINT (-73.790508 40.592273)
5,18,6,5000180006,5000180006,501,211,DANIEL LOW TERRACE,211 DANIEL LOW TERRACE,CSD 31 DISTRICT OFF (OLD PS16),EDUC,120,AGENCY OFFICE,C,1,1,OFFICE USE,,,,962203,172088,40.638991,-74.079439,POINT (-74.079439 40.638991)
3,2134,148,3021340148,3021340148,301,,KENT AVENUE,KENT AVENUE,,EDC,1530,NO USE-WATERFRONT (ANY AGENCY),C,3,8,PROPERTY WITH NO USE,,D,,992492,197813,40.709624,-73.970271,POINT (-73.970271 40.709624)
2,3487,300,2034870300,2034870300,209,,CASTLE HILL AVENUE,CASTLE HILL AVENUE,CASTLE HILL PARK,PARKS,440,PARK,C,1,3,CULTURAL & RECREATIONAL USE,,,,1027008,235039,40.8117,-73.845536,POINT (-73.845536 40.8117)
5,3072,127,5030720127,5030720127,501,,SCHOOL ROAD,SCHOOL ROAD,LL- EAST SHORE LITTLE LEAGUE,DCAS,1900,IN USE-TENANTED,C,1,6,LEASED OUT TO PRIVATE TENANT,,,S,966551,160147,40.606225,-74.063741,POINT (-74.063741 40.606225)
2,3928,50,2039280050,2039280050,209,,VIRGINIA AVENUE,VIRGINIA AVENUE,VIRGINIA PARK,DEP,1112,WASTEWATER PUMPING STATION,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE",,,,1022388,242966,40.833479,-73.862181,POINT (-73.862181 40.833479)
